Species,Plot,Observers,Date,Intersection,Height(cm),BasalDiam(cm),Distance (m)
Alnus inca,CS_45,IR & GR,2019-07-19,E4,55,0.7,1.55
Alnus inca,CS_45,IR & GR,2019-07-19,E5,119,1.4,1.61
Sorbus america,CS_45,IR & GR,2019-07-19,E1,60,0.7,1.21
Sorbus america,CS_45,IR & GR,2019-07-19,E2,50,1.2,2.23
Kalmia angustifolia,CS_45,IR & GR,2019-07-19,E1,72,0.4,4.26
Picea maria,CS_45,IR & GR,2019-07-19,E1,144,2.2,6.48
Alnus inca,CS_45,IR & GR,2019-07-19,S1,62,0.9,0.81
Alnus inca,CS_45,IR & GR,2019-07-19,S2,48,0.8,0.93
Alnus inca,CS_45,IR & GR,2019-07-19,S3,50,0.7,1.37
Rubus idaeus,CS_45,IR & GR,2019-07-19,S1,42.5,0.2,3.2
Rubus idaeus,CS_45,IR & GR,2019-07-19,S2,63,0.3,3.05
Rubus idaeus,CS_45,IR & GR,2019-07-19,S3,46,0.4,3.05
Rubus idaeus,CS_45,IR & GR,2019-07-19,S4,42,0.2,3.79
Rubus idaeus,CS_45,IR & GR,2019-07-19,S5,47,0.2,4.34
Dryopteris intermedia,CS_45,IR & GR,2019-07-19,S1,54,0.2,6.4
Dryopteris intermedia,CS_45,IR & GR,2019-07-19,S2,45.5,0.3,7.5
Dryopteris intermedia,CS_45,IR & GR,2019-07-19,S3,50,0.3,8.12
Dryopteris intermedia,CS_45,IR & GR,2019-07-19,S4,46.5,0.3,9.95
Amelanchier Spp.,CS_45,IR & GR,2019-07-19,S1,42,0.3,7.07
Alnus inca,CS_45,IR & GR,2019-07-19,W1,74,0.5,0.79
Alnus inca,CS_45,IR & GR,2019-07-19,W2,76,1,0.76
Alnus inca,CS_45,IR & GR,2019-07-19,W3,88,0.6,1.21
Alnus inca,CS_45,IR & GR,2019-07-19,W4,70,0.4,1.36
Alnus inca,CS_45,IR & GR,2019-07-19,W5,97,0.7,4.42
Acer rubrum,CS_45,IR & GR,2019-07-19,W1,53,0.4,3.13
Dryopteris intermedia,CS_45,IR & GR,2019-07-19,W1,62.5,0.2,3.35
Vaccinium angustifolium ,CS_46,IR & GR,2019-07-25,N1,44,0.5,2.7
Aralia nudicaulis,CS_46,IR & GR,2019-07-25,N1,40,0.2,5.61
Aralia nudicaulis,CS_46,IR & GR,2019-07-25,N2,40,0.1,9.1
Vaccinium angustifolium ,CS_46,IR & GR,2019-07-25,E1,42,0.3,3.76
Kalmia angustifolia,CS_46,IR & GR,2019-07-25,S1,44,0.3,2.71
Kalmia angustifolia,CS_46,IR & GR,2019-07-25,S2,41,0.2,2.8
Kalmia angustifolia,CS_46,IR & GR,2019-07-25,S3,49,0.3,2.83
Kalmia angustifolia,CS_46,IR & GR,2019-07-25,S4,73,0.3,2.9
Kalmia angustifolia,CS_46,IR & GR,2019-07-25,S5,49,0.4,3.05
Dryopteris cristata ,CS_46,IR & GR,2019-07-25,W1,42.5,0.2,2.35
Alnus inca,CS_47,IR & GR,2019-07-14,N1,124,1,1.51
Alnus inca,CS_47,IR & GR,2019-07-14,N2,108.5,0.8,1.64
Alnus inca,CS_47,IR & GR,2019-07-14,N3,78.5,0.5,2.16
Alnus inca,CS_47,IR & GR,2019-07-14,N4,154,1.2,3.54
Alnus inca,CS_47,IR & GR,2019-07-14,N5,197,1.4,5.62
Amelanchier Spp.,CS_47,IR & GR,2019-07-14,N1,92,1,3.27
Alnus inca,CS_47,IR & GR,2019-07-14,E1,72,0.9,0.87
Alnus inca,CS_47,IR & GR,2019-07-14,E2,169,0.9,3.48
Alnus inca,CS_47,IR & GR,2019-07-14,E3,64,0.3,3.69
Alnus inca,CS_47,IR & GR,2019-07-14,E4,143,1.4,3.7
Alnus inca,CS_47,IR & GR,2019-07-14,E5,107,0.9,5.81
Dryopteris intermedia,CS_47,IR & GR,2019-07-14,E1,58,0.2,1.4
Dryopteris intermedia,CS_47,IR & GR,2019-07-14,E2,72,0.3,1.76
Dryopteris intermedia,CS_47,IR & GR,2019-07-14,E3,47,0.2,1.8
Dryopteris intermedia,CS_47,IR & GR,2019-07-14,E4,56.5,0.2,2
UK FERN,CS_47,IR & GR,2019-07-14,E1,42,0.1,1.36
UK FERN,CS_47,IR & GR,2019-07-14,E2,42,0.1,1.62
UK FERN,CS_47,IR & GR,2019-07-14,E3,41,0.1,1.96
UK FERN,CS_47,IR & GR,2019-07-14,E4,44,0.1,2.04
UK FERN,CS_47,IR & GR,2019-07-14,E5,42.5,0.1,2.2
Cornus stolonifera,CS_47,IR & GR,2019-07-14,E1,56,0.6,3.22
Cornus stolonifera,CS_47,IR & GR,2019-07-14,E2,58,0.4,3.81
Viburnum edule,CS_47,IR & GR,2019-07-14,E1,49,0.4,3.8
Dryopteris intermedia,CS_47,IR & GR,2019-07-14,S1,72,0.3,0.68
Dryopteris intermedia,CS_47,IR & GR,2019-07-14,S2,72,0.4,0.65
Dryopteris intermedia,CS_47,IR & GR,2019-07-14,S3,56,0.2,0.69
Dryopteris intermedia,CS_47,IR & GR,2019-07-14,S4,51.5,0.5,0.68
Dryopteris intermedia,CS_47,IR & GR,2019-07-14,S5,55.5,0.3,2.1
Alnus inca,CS_47,IR & GR,2019-07-14,S1,55,0.6,1.85
Alnus inca,CS_47,IR & GR,2019-07-14,S2,61,0.6,3.45
Alnus inca,CS_47,IR & GR,2019-07-14,S3,57.5,2,7.4
Aralia nudicaulis,CS_47,IR & GR,2019-07-14,S1,43,0.2,2.4
Aralia nudicaulis,CS_47,IR & GR,2019-07-14,S2,41,0.5,5
Aralia nudicaulis,CS_47,IR & GR,2019-07-14,S3,49.5,0.4,5
Amelanchier Spp.,CS_47,IR & GR,2019-07-14,S1,54.5,0.7,2.52
Sorbus america,CS_47,IR & GR,2019-07-14,S1,46,1.2,3.45
Sorbus america,CS_47,IR & GR,2019-07-14,S2,55,0.5,3.38
Sorbus america,CS_47,IR & GR,2019-07-14,S3,45.5,0.4,3.38
Kalmia angustifolia,CS_47,IR & GR,2019-07-14,S1,45,0.2,4.87
Dryopteris intermedia,CS_47,IR & GR,2019-07-14,W1,41,0.2,1.76
Alnus inca,CS_47,IR & GR,2019-07-14,W1,62.5,1,3.85
Alnus inca,CS_47,IR & GR,2019-07-14,W2,67,0.7,4.1
Alnus inca,CS_47,IR & GR,2019-07-14,W3,50,0.4,4.34
Alnus inca,CS_48,IR & GR,2019-07-29,N1,53,0.4,4.63
Alnus inca,CS_48,IR & GR,2019-07-29,N2,51,0.7,4.84
Alnus inca,CS_48,IR & GR,2019-07-29,N3,70,0.5,4.87
Alnus inca,CS_48,IR & GR,2019-07-29,N4,86,0.7,4.92
Alnus inca,CS_48,IR & GR,2019-07-29,N5,67,0.7,4.99
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,N1,44,0.2,5.21
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,N2,41,0.2,5.65
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,N3,50,0.3,5.84
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,N4,40,0.3,5.9
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,N5,43,0.2,6.5
Picea maria,CS_48,IR & GR,2019-07-29,N1,119,3,2.9
Athyrium filix-femi,CS_48,IR & GR,2019-07-29,N1,49,0.3,7.8
Alnus inca,CS_48,IR & GR,2019-07-29,E1,79,0.6,7.85
Alnus inca,CS_48,IR & GR,2019-07-29,E2,185,1.6,7.78
Alnus inca,CS_48,IR & GR,2019-07-29,E3,194,1.7,7.98
Alnus inca,CS_48,IR & GR,2019-07-29,E4,139,0.7,8.28
Alnus inca,CS_48,IR & GR,2019-07-29,E5,185,1,8
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,E1,67,0.3,4.98
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,E2,54,0.3,4.9
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,E3,50,0.3,4.95
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,E4,56,0.3,5.38
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,E5,44,0.2,5.33
Picea maria,CS_48,IR & GR,2019-07-29,E1,145,2.5,1.96
Picea maria,CS_48,IR & GR,2019-07-29,E2,125,1.8,2.58
Picea maria,CS_48,IR & GR,2019-07-29,E3,190,3.2,6.06
Picea maria,CS_48,IR & GR,2019-07-29,E4,104,2.3,6.02
Picea maria,CS_48,IR & GR,2019-07-29,E5,81,1.4,5.94
Sorbus america,CS_48,IR & GR,2019-07-29,E1,42,0.3,3.58
Sorbus america,CS_48,IR & GR,2019-07-29,E2,43,0.2,7.3
Rubus idaeus,CS_48,IR & GR,2019-07-29,E1,46,0.2,5.64
Rubus idaeus,CS_48,IR & GR,2019-07-29,E2,55,0.2,9
Acer rubrum,CS_48,IR & GR,2019-07-29,E1,50,0.4,8.09
Acer rubrum,CS_48,IR & GR,2019-07-29,E2,93,0.5,9.57
Acer rubrum,CS_48,IR & GR,2019-07-29,E3,42,0.2,10
Cornus stolonifera,CS_48,IR & GR,2019-07-29,E1,46,0.4,8.12
Cornus stolonifera,CS_48,IR & GR,2019-07-29,E2,52,0.7,8.23
Ribes Spp.,CS_48,IR & GR,2019-07-29,E1,56.5,0.4,9.7
Picea maria,CS_48,IR & GR,2019-07-29,S1,150,1,0.12
Picea maria,CS_48,IR & GR,2019-07-29,S2,156,1.5,0.2
Picea maria,CS_48,IR & GR,2019-07-29,S3,88,0.7,0.26
Picea maria,CS_48,IR & GR,2019-07-29,S4,100,0.8,0.49
Picea maria,CS_48,IR & GR,2019-07-29,S5,104.5,1.2,1.03
Alnus inca,CS_48,IR & GR,2019-07-29,S1,116,0.7,0.56
Alnus inca,CS_48,IR & GR,2019-07-29,S2,43,0.3,0.78
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,S1,50,0.3,7.83
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,S2,49,0.3,7.85
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,S3,72.5,0.5,8.22
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,S4,56,0.4,8.22
Kalmia angustifolia,CS_48,IR & GR,2019-07-29,S5,51.5,0.4,8.1
Acer rubrum,CS_48,IR & GR,2019-07-29,S1,41,0.4,1.63
Sorbus america,CS_48,IR & GR,2019-07-29,S1,41,0.4,7.89
Sorbus america,CS_48,IR & GR,2019-07-29,S2,48,0.3,8.15
Sorbus america,CS_48,IR & GR,2019-07-29,S3,44,0.4,8.01
Rhododendron groenlandicum,CS_48,IR & GR,2019-07-29,S1,59,0.3,8.04
Rhododendron groenlandicum,CS_48,IR & GR,2019-07-29,S2,55,0.2,8.29
Rhododendron groenlandicum,CS_48,IR & GR,2019-07-29,S3,43,0.3,8.5
Osmundastrum cinmomea,CS_48,IR & GR,2019-07-29,S1,84,0.3,8.73
Osmundastrum cinmomea,CS_48,IR & GR,2019-07-29,S2,83.5,0.3,8.98
Osmundastrum cinmomea,CS_48,IR & GR,2019-07-29,S3,94,0.5,9.53
Alnus inca,CS_48,IR & GR,2019-07-29,W1,40,0.4,5.91
Alnus inca,CS_48,IR & GR,2019-07-29,W2,42,0.4,5.86
Osmundastrum cinmomea,CS_48,IR & GR,2019-07-29,W1,47,0.2,6.3
Osmundastrum cinmomea,CS_48,IR & GR,2019-07-29,W2,42,0.2,6.43
Osmundastrum cinmomea,CS_48,IR & GR,2019-07-29,W3,46,0.2,6.41
Picea maria,CS_48,IR & GR,2019-07-29,W1,144,2,7.71
Picea maria,CS_48,IR & GR,2019-07-29,W2,45,0.6,7.64
Picea maria,CS_48,IR & GR,2019-07-29,W3,151,1,8.42
Picea maria,CS_49,IR & GR,2019-07-22,S1,177,2.7,4.89
Alnus inca ,CS_49,IR & GR,2019-07-22,W1,110,1.2,5.82
Alnus inca ,CS_49,IR & GR,2019-07-22,W2,94,1,5.93
Alnus inca ,CS_49,IR & GR,2019-07-22,W3,77,0.9,6.11
Alnus inca ,CS_49,IR & GR,2019-07-22,W4,98,1.3,6.2
Alnus inca ,CS_49,IR & GR,2019-07-22,W5,109,0.9,5.94
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,N1,41,0.3,0.65
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,N2,40,0.3,1
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,N3,40,0.2,1.22
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,N4,42,0.2,1.33
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,N5,57,0.3,1.64
Vaccinium angustifolium ,CS_50,IR & GR,2019-07-13,N1,52,0.2,0.97
Vaccinium angustifolium ,CS_50,IR & GR,2019-07-13,N2,47,0.2,4.73
Vaccinium angustifolium ,CS_50,IR & GR,2019-07-13,N3,40,0.2,4.91
Vaccinium angustifolium ,CS_50,IR & GR,2019-07-13,N4,43,0.2,4.91
Vaccinium angustifolium ,CS_50,IR & GR,2019-07-13,N5,60,0.6,5
Picea maria,CS_50,IR & GR,2019-07-13,N1,113,2.2,2.25
UK Fern 2,CS_50,IR & GR,2019-07-13,N1,98,0.5,3.31
UK Fern 2,CS_50,IR & GR,2019-07-13,N2,94,0.5,3.88
UK Fern 2,CS_50,IR & GR,2019-07-13,N3,112,0.4,4.21
UK Fern 2,CS_50,IR & GR,2019-07-13,N4,72,0.4,4.98
UK Fern 2,CS_50,IR & GR,2019-07-13,N5,48,0.4,10
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,E1,58,0.2,0.62
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,E2,63,0.4,0.79
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,E3,138,0.8,0.81
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,E4,121,0.9,0.91
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,E5,125,0.6,0.96
Amelanchier Spp.,CS_50,IR & GR,2019-07-13,E1,84.5,1,1.79
Amelanchier Spp.,CS_50,IR & GR,2019-07-13,E2,101,0.5,1.8
Amelanchier Spp.,CS_50,IR & GR,2019-07-13,E3,71,0.4,2.21
Amelanchier Spp.,CS_50,IR & GR,2019-07-13,E4,84,1,1.86
Acer rubrum,CS_50,IR & GR,2019-07-13,E1,54,0.2,1.94
Acer rubrum,CS_50,IR & GR,2019-07-13,E2,87,1.5,1.78
Viburnum Spp.,CS_50,IR & GR,2019-07-13,E1,83,0.6,2.5
Viburnum Spp.,CS_50,IR & GR,2019-07-13,E2,49,0.2,3.5
Picea maria,CS_50,IR & GR,2019-07-13,E1,123,1.9,8.14
Picea maria,CS_50,IR & GR,2019-07-13,E2,130,2.1,8.14
Picea maria,CS_50,IR & GR,2019-07-13,E3,43,0.3,9.46
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,S1,69,0.3,0.5
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,S2,43,0.2,0.55
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,S3,55.5,0.3,0.65
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,S4,43,0.2,0.7
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,S5,88,0.4,0.89
Amelanchier Spp.,CS_50,IR & GR,2019-07-13,S1,44.5,0.7,1.32
Amelanchier Spp.,CS_50,IR & GR,2019-07-13,S2,68.5,0.6,2.07
Amelanchier Spp.,CS_50,IR & GR,2019-07-13,S3,45,0.5,2.53
Amelanchier Spp.,CS_50,IR & GR,2019-07-13,S4,56,1,8.94
Amelanchier Spp.,CS_50,IR & GR,2019-07-13,S5,51.5,0.2,9.65
Viburnum Spp.,CS_50,IR & GR,2019-07-13,S1,53,0.4,9.3
Viburnum Spp.,CS_50,IR & GR,2019-07-13,S2,71.5,0.3,9.23
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,W1,42,0.2,0.6
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,W2,46,0.2,0.7
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,W3,76.5,0.3,1
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,W4,43,0.2,1.09
Kalmia angustifolia,CS_50,IR & GR,2019-07-13,W5,43,0.2,1.45
Alnus inca,CS_51,IR & GR,2019-07-16,N1,77,0.5,0
Alnus inca,CS_51,IR & GR,2019-07-16,N2,70,0.4,0.27
Alnus inca,CS_51,IR & GR,2019-07-16,N3,118,0.8,8.2
Alnus inca,CS_51,IR & GR,2019-07-16,N4,125,0.7,4.31
Alnus inca,CS_51,IR & GR,2019-07-16,N5,92,1,4.61
Picea maria,CS_51,IR & GR,2019-07-16,N1,52,0.5,0.68
Alnus inca,CS_51,IR & GR,2019-07-16,E1,57,0.3,1.36
Alnus inca,CS_51,IR & GR,2019-07-16,E2,75,0.9,3.6
Alnus inca,CS_51,IR & GR,2019-07-16,E3,75,0.7,3.84
Alnus inca,CS_51,IR & GR,2019-07-16,E4,108,0.8,4.91
Ribes Spp.,CS_51,IR & GR,2019-07-16,E1,56,0.4,1
Amelanchier Spp.,CS_51,IR & GR,2019-07-16,E1,40,0.3,1.5
Viburnum edule,CS_51,IR & GR,2019-07-16,E1,47,0.3,1.94
Viburnum edule,CS_51,IR & GR,2019-07-16,E2,49.5,0.3,2.3
Sorbus america,CS_51,IR & GR,2019-07-16,E1,44,0.7,3.78
Picea maria,CS_51,IR & GR,2019-07-16,E1,150,2.2,4.16
Picea maria,CS_51,IR & GR,2019-07-16,E2,89,1,10
Betula papyrifera,CS_51,IR & GR,2019-07-16,E1,41,0.6,5.2
Dryopteris intermedia,CS_51,IR & GR,2019-07-16,E1,49,0.3,4.54
Alnus inca,CS_51,IR & GR,2019-07-16,S1,122,0.7,0.05
Alnus inca,CS_51,IR & GR,2019-07-16,S2,130,0.8,5.91
Alnus inca,CS_51,IR & GR,2019-07-16,S3,90,0.6,6
Alnus inca,CS_51,IR & GR,2019-07-16,S4,67,0.5,6.04
Alnus inca,CS_51,IR & GR,2019-07-16,S5,72,0.8,6.09
Dryopteris intermedia,CS_51,IR & GR,2019-07-16,S1,44.5,0.1,5.22
Alnus inca,CS_51,IR & GR,2019-07-16,W1,75,0.4,1
Alnus inca,CS_51,IR & GR,2019-07-16,W2,94,0.5,0.95
Alnus inca,CS_51,IR & GR,2019-07-16,W3,74,0.6,1.03
Alnus inca,CS_51,IR & GR,2019-07-16,W4,56,0.3,1.95
Alnus inca,CS_51,IR & GR,2019-07-16,W5,108,1,2.47
Picea maria,CS_51,IR & GR,2019-07-16,W1,135.5,2,1.84
Viburnum edule,CS_52,IR & GR,2019-07-29,N1,53,0.3,0.61
Dryopteris carthusia,CS_52,IR & GR,2019-07-29,N1,44,0.2,1.34
Dryopteris carthusia,CS_52,IR & GR,2019-07-29,N2,44,0.2,1.96
Alnus inca,CS_52,IR & GR,2019-07-29,N1,144,1.2,2.51
Alnus inca,CS_52,IR & GR,2019-07-29,N2,61,0.4,3
Alnus inca,CS_52,IR & GR,2019-07-29,N3,45,0.6,9.17
Alnus inca,CS_52,IR & GR,2019-07-29,N4,44,0.4,10
Alnus inca,CS_52,IR & GR,2019-07-29,N5,143,2,10
Athyrium filix-femi,CS_52,IR & GR,2019-07-29,N1,61,0.3,4.05
Athyrium filix-femi,CS_52,IR & GR,2019-07-29,N2,45,0.2,3.6
Athyrium filix-femi,CS_52,IR & GR,2019-07-29,N3,40,0.2,4.65
Athyrium filix-femi,CS_52,IR & GR,2019-07-29,N4,58,0.3,4.63
Athyrium filix-femi,CS_52,IR & GR,2019-07-29,N5,41,0.1,4.66
Dryopteris cristata ,CS_52,IR & GR,2019-07-29,N1,41,0.2,5.15
Alnus inca,CS_52,IR & GR,2019-07-29,E1,55,0.3,1.03
Alnus inca,CS_52,IR & GR,2019-07-29,E2,65,0.4,1
Alnus inca,CS_52,IR & GR,2019-07-29,E3,55,0.2,3.33
Alnus inca,CS_52,IR & GR,2019-07-29,E4,50,0.4,3.55
Alnus inca,CS_52,IR & GR,2019-07-29,E5,41,0.4,3.4
Athyrium filix-femi,CS_52,IR & GR,2019-07-29,E1,45,0.2,1.2
Athyrium filix-femi,CS_52,IR & GR,2019-07-29,E2,43,0.2,2.3
Rubus idaeus,CS_52,IR & GR,2019-07-29,E1,43,0.2,8
Rubus idaeus,CS_52,IR & GR,2019-07-29,E2,40,0.2,8.23
Dryopteris carthusia,CS_52,IR & GR,2019-07-29,E1,40,0.2,9.38
Alnus inca,CS_52,IR & GR,2019-07-29,S1,46,0.7,2.22
Alnus inca,CS_52,IR & GR,2019-07-29,S2,46,0.2,2.19
Alnus inca,CS_52,IR & GR,2019-07-29,S3,58,0.6,6.6
Alnus inca,CS_52,IR & GR,2019-07-29,S4,54.5,0.4,6.57
Alnus inca,CS_52,IR & GR,2019-07-29,S5,57,0.6,6.71
Athyrium filix-femi,CS_52,IR & GR,2019-07-29,S1,52,0.3,8.8
Athyrium filix-femi,CS_52,IR & GR,2019-07-29,S2,45,0.3,9.48
Athyrium filix-femi,CS_52,IR & GR,2019-07-29,S3,55,0.3,9.94
Diervilla lonicera,CS_52,IR & GR,2019-07-29,S1,63.5,0.4,9.79
Kalmia angustifolia,CS_52,IR & GR,2019-07-29,W1,48,0.3,5.47
Kalmia angustifolia,CS_52,IR & GR,2019-07-29,W2,42,0.3,5.57
Kalmia angustifolia,CS_52,IR & GR,2019-07-29,W3,41,0.2,5.64
Amelanchier Spp.,CS_53,IR & GR,2019-07-20,W1,42,0.4,2.34
Alnus inca,CS_53,IR & GR,2019-07-20,W1,63,0.4,2.52
Alnus inca,CS_53,IR & GR,2019-07-20,W2,41.5,0.3,3.63
Alnus inca,CS_53,IR & GR,2019-07-20,W3,44.5,0.3,3.92
Alnus inca,CS_53,IR & GR,2019-07-20,W4,40.5,0.2,4.04
Alnus inca,CS_53,IR & GR,2019-07-20,W5,48,0.2,6.3
Taxus cadensis,CS_53,IR & GR,2019-07-20,W1,44,0.4,4.45
Taxus cadensis,CS_53,IR & GR,2019-07-20,W2,40,0.3,4.69
Picea maria,CS_53,IR & GR,2019-07-20,W1,49,0.6,7.87
Alnus inca,CS_54,IR & GR,2019-07-28,N1,147,1.5,5.32
Alnus inca,CS_54,IR & GR,2019-07-28,N2,83,0.7,7.91
Alnus inca,CS_54,IR & GR,2019-07-28,N3,71,0.4,7.94
Alnus inca,CS_54,IR & GR,2019-07-28,N4,86,0.7,7.98
Alnus inca,CS_54,IR & GR,2019-07-28,N5,109,0.9,8.1
Kalmia angustifolia,CS_54,IR & GR,2019-07-28,E1,42,0.3,1.5
Kalmia angustifolia,CS_54,IR & GR,2019-07-28,E2,41,0.4,1.57
Alnus inca,CS_54,IR & GR,2019-07-28,E1,64,0.4,4.67
Athyrium filix-femi,CS_54,IR & GR,2019-07-28,E1,47.5,0.2,3.3
Athyrium filix-femi,CS_54,IR & GR,2019-07-28,E2,47,0.2,3.45
Athyrium filix-femi,CS_54,IR & GR,2019-07-28,E3,48,0.2,3.56
Athyrium filix-femi,CS_54,IR & GR,2019-07-28,E4,59,0.3,5.26
Athyrium filix-femi,CS_54,IR & GR,2019-07-28,E5,40,0.2,5.33
Picea maria,CS_54,IR & GR,2019-07-28,E1,185,2.4,4.64
Kalmia angustifolia,CS_54,IR & GR,2019-07-28,S1,57,0.3,1.54
Kalmia angustifolia,CS_54,IR & GR,2019-07-28,S2,46,0.3,1.97
Kalmia angustifolia,CS_54,IR & GR,2019-07-28,S3,50,0.3,2.17
Kalmia angustifolia,CS_54,IR & GR,2019-07-28,S4,42,0.2,2.2
Kalmia angustifolia,CS_54,IR & GR,2019-07-28,S5,41,0.3,2.21
Kalmia angustifolia,CS_54,IR & GR,2019-07-28,W1,44,0.3,2.3
Kalmia angustifolia,CS_54,IR & GR,2019-07-28,W2,43,0.3,2.74
Kalmia angustifolia,CS_54,IR & GR,2019-07-28,W3,53,0.3,3
Kalmia angustifolia,CS_54,IR & GR,2019-07-28,W4,44,0.1,8.94
Kalmia angustifolia,CS_54,IR & GR,2019-07-28,W5,40,0.1,9.1
,CS_55,YW & AM,2019-07-13,,,,
Kalmia angustifolia,CS_56,IR & GR,2019-07-26,N1,46,0.2,1.82
Kalmia angustifolia,CS_56,IR & GR,2019-07-26,N2,56,0.3,2.13
Kalmia angustifolia,CS_56,IR & GR,2019-07-26,N3,73,0.5,2.14
Kalmia angustifolia,CS_56,IR & GR,2019-07-26,N4,91,0.4,1.33
Kalmia angustifolia,CS_56,IR & GR,2019-07-26,N5,105,0.5,1.33
Vaccinium angustifolium ,CS_56,IR & GR,2019-07-26,N1,41,0.2,2.96
Vaccinium angustifolium ,CS_56,IR & GR,2019-07-26,N2,43,0.2,3.06
Vaccinium angustifolium ,CS_56,IR & GR,2019-07-26,N3,81,0.2,4.06
Vaccinium angustifolium ,CS_56,IR & GR,2019-07-26,N4,46,0.2,4.2
Vaccinium angustifolium ,CS_56,IR & GR,2019-07-26,N5,43,0.2,5.04
Aralia nudicaulis,CS_56,IR & GR,2019-07-26,N1,40,0.3,3.62
Aralia nudicaulis,CS_56,IR & GR,2019-07-26,N2,41,0.3,7.42
Aralia nudicaulis,CS_56,IR & GR,2019-07-26,N3,45,0.4,8.25
Kalmia angustifolia,CS_56,IR & GR,2019-07-26,E1,44,0.3,2.5
Kalmia angustifolia,CS_56,IR & GR,2019-07-26,E2,40.5,0.2,2.69
Vaccinium angustifolium ,CS_56,IR & GR,2019-07-26,S1,48,0.2,6.96
Picea maria,CS_56,IR & GR,2019-07-26,S1,180,2,4.09
Picea maria,CS_56,IR & GR,2019-07-26,S2,164,2.5,4.13
Vaccinium angustifolium ,CS_56,IR & GR,2019-07-26,W1,41,0.4,1.96
Vaccinium angustifolium ,CS_56,IR & GR,2019-07-26,W2,40,0.3,2.21
Vaccinium angustifolium ,CS_56,IR & GR,2019-07-26,W3,44.5,0.3,2.27
Vaccinium angustifolium ,CS_56,IR & GR,2019-07-26,W4,42,0.3,2.54
Vaccinium angustifolium ,CS_56,IR & GR,2019-07-26,W5,40,0.3,9.31
Picea maria,CS_56,IR & GR,2019-07-26,W1,159,0.4,0.28
,CS_57,IR & GR,2019-07-19,,,,
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,N1,51,0.3,7.2
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,E1,61,0.2,2.62
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,E2,50,0.2,2.9
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,E3,46,0.1,2.76
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,E4,41,0.2,3.83
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,E5,46,0.3,4.15
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,E1,76,0.3,3.02
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,E2,47,0.3,3.49
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,E3,79,0.3,3.43
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,E4,42,0.2,3.7
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,E5,42,0.2,3.77
Picea maria,CS_58,IR & GR,2019-07-28,E1,184,3.4,7.52
Pteridium aquilinum,CS_58,IR & GR,2019-07-28,E1,101,0.4,9.35
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,S1,45,0.3,1.17
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,S2,46,0.4,1.34
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,S3,45,0.3,1.54
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,S4,45,0.2,1.86
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,S5,50,0.3,1.9
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,S1,40,0.1,5.3
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,S2,41,0.2,6.34
